Price,Close,High,Low,Open,Volume,MA20,MA60,BB_Upper,BB_Lower,MACD,Signal,RSI
Ticker,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS,,,,,,,
Date,,,,,,,,,,,,
2024-12-09,52725.1015625,53909.93530547753,52527.629272003745,52823.83770774813,26227680,53880.3140625,57708.792578125,58178.68256486497,49581.945560135035,-1121.899617826297,-1118.7126916803516,37.60682315634213
2024-12-10,53317.515625,53811.19632523148,53021.30720486111,53811.19632523148,20783970,53929.68203125,57492.833984375,58175.44462163072,49683.91944086928,-1072.1291113285624,-1109.3959756099937,44.24775972565283
2024-12-11,53317.515625,53514.98790509259,52725.09878472222,52922.571064814816,14565947,54097.5333984375,57298.148763020836,57927.68089952687,50267.38589734813,-1020.9171291855673,-1091.7002063251084,38.23527700581221
2024-12-12,55193.50390625,55785.920763919945,53218.78104735018,53317.51719029517,33476698,54393.741796875,57156.003580729164,57499.50941134135,51287.97418240865,-819.5079112907843,-1037.2617473182436,49.57264003532901
2024-12-13,55390.9765625,55588.44884971034,54798.55970086898,55094.76813168449,15908823,54522.098828125,56994.23971354167,57566.260677256716,51477.93697899329,-636.6167405180531,-957.1327459582055,40.99999841749867
2024-12-16,54897.29296875,55884.65435308003,54502.34841501799,55588.44593778103,15277277,54467.7939453125,56855.33971354167,57440.09742911681,51495.49046150819,-525.4532125990445,-870.7968392863734,36.63364436267319
2024-12-17,53514.9921875,54502.35366697417,53317.51989160517,54008.67292723709,20215230,54364.12109375,56714.6748046875,57316.41885166146,51411.82333583854,-542.6402178608041,-805.1655150012596,38.94736973615113
2024-12-18,54206.14453125,54699.82526468579,53317.51921106557,53416.25535775273,13698937,54344.373828125,56587.165625,57295.28084514919,51393.46681110081,-494.78722626689705,-743.0898572543871,46.80850257893042
2024-12-19,52428.89453125,53120.04756650188,52428.89453125,52823.83912282251,22481925,54181.459375,56436.58118489583,57179.61314196327,51183.305608036724,-593.4318940919984,-713.1582646219094,44.444440004204026
2024-12-20,52330.15625,52428.89239386793,51244.05866745283,52033.94781839623,24674774,54033.355078125,56274.5326171875,57092.497912946004,50974.212243304,-671.8314039225806,-704.8928924820436,46.80850257893042
2024-12-23,52823.8359375,53317.51664719626,52626.36365362149,52725.099795560745,13672650,53816.135546875,56137.07630208333,56536.19810540814,51096.07298834185,-686.2174675628048,-701.157807498196,49.49493819251932
2024-12-24,53712.4609375,53811.197078929225,52922.571806066175,53021.30794749541,11634677,53623.6,55973.519856770836,55694.60712724474,51552.59287275526,-618.7809935765035,-684.6824447138575,56.31066655963016
2024-12-26,52922.57421875,53909.93567805504,52823.8380728195,53811.199532124534,10517075,53490.30625,55799.08606770833,55362.45925729804,51618.15324270196,-621.9054203698543,-672.127039845057,49.52381777721846
2024-12-27,53382.83984375,53780.47738448557,52885.79291783054,53184.02107338222,10747196,53419.5201171875,55676.754622395834,55187.56073793002,51651.47949644498,-580.5497456880621,-653.811581013658,49.83985759794635
2024-12-30,52885.79296875,53681.06805098685,52786.38358347039,52985.20235402961,12624702,53388.06015625,55549.4302734375,55171.27437095538,51604.84594154462,-581.1830875107262,-639.2858823130717,50.78474065997038
2025-01-02,53084.609375,53283.42813670412,51991.106185627345,52388.74370903558,16630538,53396.1619140625,55436.938671875,55171.92825080086,51620.39557732413,-559.1961281836266,-623.2679314871828,48.817123068084065
2025-01-03,54078.703125,54774.5687902114,52488.15303308824,52488.15303308824,19318046,53453.968359375,55334.432942708336,55240.06315204277,51667.87356670723,-456.2963466232686,-589.8736145144,53.511336377894644
2025-01-06,55569.84375,55868.07189177102,53979.29366055456,54078.7030411449,19034284,53611.0158203125,55268.29876302083,55562.318413895235,51659.71322672977,-251.52551239081367,-522.2039940896827,51.79995389092925
2025-01-07,55072.796875,56961.575107175086,55072.796875,56464.52820397112,17030235,53713.590234375,55216.91888020833,55748.270224010535,51678.91024473946,-127.87659796491789,-443.3385148647298,48.52060731853856
2025-01-08,56961.578125,57160.39689681501,54376.93409140489,54476.343477312395,26593553,53890.8564453125,55190.436263020834,56382.83020925655,51398.88268136845,121.12862385554035,-330.4450871206758,58.4958228017822
